DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,6100,CA180000002,4,ASPHALT & CONCRETE REPAIR IDIQ PROJECT,,Capital Contracting Office,unknown,unknown,3000000,2045440.21,1938961.74,07/11/2018,07/10/2020,10,Competitive Acquisition,10/07/0017,6,Construction,1,MUN7143465,MUNIZ CONCRETE & CONTRACTING INC,N/A,IFB,6100,CLMC668,09/23/2019,MA6100CA1800000024MUN7143465
MA,6100,CA180000003,2,FLOOD HAZARD MITIGATION BUYOUTS - IDIQ,,Capital Contracting Office,unknown,unknown,2000000,1686937.12,1380162.66,11/13/2017,11/13/2019,10,Competitive Acquisition,10/21/0017,3,Construction,1,AAR7005170,AAR INC,AAR INCORPORATED,IFB,6100,CLMC665,09/23/2019,MA6100CA1800000032AAR7005170
MA,6100,CA180000006,2,2016 BOND-ATD BOLT DOWN DEVICE IDIQ,,Capital Contracting Office,unknown,unknown,450000,437617.52,54027.17,01/15/2018,01/14/2020,10,Competitive Acquisition,12/16/0017,57,Construction,1,DEN8303211,DENUCCI CONSTRUCTORS L L C,N/A,IFB,6100,CLMC658,09/23/2019,MA6100CA1800000062DEN8303211
MA,6100,CA180000007,5,TOWN LAKE METRO PARK ALLIANCE CHILDREN'S GARDEN REISSUE(CM@R,,Capital Contracting Office,unknown,unknown,4873756.82,4873756.82,1791658.64,01/17/2018,12/25/2019,15,Alt Proc Method (252),02/23/0019,6,Other Contracting,1,SPA7155935,SPAWGLASS CONTRACTORS INC,N/A,RFQS,6100,CLMA020A,09/23/2019,MA6100CA1800000075SPA7155935
MA,6100,CA180000008,4,2018 WATERLINE ON-CALL SERVICES IDIQ,,Capital Contracting Office,unknown,unknown,4000000,3779388.46,3239445.46,03/27/2018,11/26/2019,10,Competitive Acquisition,03/04/0018,004,Construction,1,PEA7124270,PEABODY GENERAL CONTRACTORS INC,PEABODY GENERAL CONTRACTORS,IFB,6100,CLMC690,09/23/2019,MA6100CA1800000084PEA7124270
MA,6100,CA180000008,4,2018 WATERLINE ON-CALL SERVICES IDIQ,,Capital Contracting Office,unknown,unknown,4000000,3779388.46,3239445.46,03/27/2018,11/26/2019,10,Competitive Acquisition,03/04/0018,004,Construction,2,V00000956852,"PGC GENERAL CONTRACTORS, LLC",PEABODY GENERAL CONTRACTORS,IFB,6100,CLMC690,09/23/2019,MA6100CA1800000084V00000956852
MA,6100,CA180000013,1,TRAFFIC SIGNAL & PHB INSTALLATION - 2016 MOBILITY BOND - REB,,Capital Contracting Office,unknown,unknown,2100000,0,0,05/22/2018,05/21/2020,10,Competitive Acquisition,05/12/0018,43,Construction,1,AUS7169240,AUSTIN TRAFFIC SIGNAL CONST CO INC,N/A,IFB,6100,CLMC662A,09/23/2019,MA6100CA1800000131AUS7169240
MA,6100,CA180000016,4,FY 2018 TRAFFIC SIGNAL MAINTENANCE IDIQ,,Capital Contracting Office,unknown,unknown,1798685,981238.85,496620.36,06/14/2018,06/13/2020,10,Competitive Acquisition,06/16/0018,008,Construction,1,MAS7127360,MASTEC NORTH AMERICA INC,MASTEC NORTH AMERICA INC,IFB,6100,CLMC698,09/23/2019,MA6100CA1800000164MAS7127360
MA,6100,CA180000019,1,2016 BOND-ATD MARKINGS AND REMOVAL IDIQ - REBID,,Capital Contracting Office,unknown,unknown,3363310,2554225,1302999.63,07/24/2018,07/23/2020,10,Competitive Acquisition,06/30/0018,057,Construction,1,DIJ8308676,D I J  CONSTRUCTION INC,N/A,IFB,6100,CLMC639A,09/23/2019,MA6100CA1800000191DIJ8308676
MA,6100,CA190000001,1,ADA SIDEWALKS & RAMP IMPRV 2018 GRP 21 CITY WIDE IDIQ,,Capital Contracting Office,unknown,unknown,1500000,1250266,304469.91,09/20/2018,09/19/2020,15,Alt Proc Method (252),09/22/0018,1,Other Contracting,1,MUN7143465,MUNIZ CONCRETE & CONTRACTING INC,N/A,IFB,6100,CLMC721,09/23/2019,MA6100CA1900000011MUN7143465
MA,6100,CA190000002,3,ADA SIDEWALKS & RAMP IMPRV 2018 GRP 20 CITY WIDE IDIQ,,Capital Contracting Office,unknown,unknown,6500000,5463165.6,2689825.13,08/05/2019,08/04/2020,15,Alt Proc Method (252),09/22/0018,047,Other Contracting,1,MUN7143465,MUNIZ CONCRETE & CONTRACTING INC,N/A,IFB,6100,CLMC720,09/23/2019,MA6100CA1900000023MUN7143465
MA,6100,CA190000004,1,2018-2021 BRIDGE MAINTENANCE IDIQ,,Capital Contracting Office,unknown,unknown,550000,462170.06,0,11/15/2018,11/14/2019,55,Pers / Prof / Plan Svcs (252),10/20/0018,008,Sole and Single Source,1,RES8318028,RESTEK INC,N/A,IFB,6100,CLMC723,09/23/2019,MA6100CA1900000041RES8318028
MA,6100,CA190000006,1,VDU AND CCTV CAMERA ASSEMBLIES INSTALLATION IDIQ (NORTH),,Capital Contracting Office,unknown,unknown,1562500,104731.84,79221.82,11/15/2018,11/14/2019,10,Competitive Acquisition,10/20/0018,6,Construction,1,VS0000030988,EAR TELECOMMUNICATIONS LLC,N/A,IFB,6100,CLMC708A,09/23/2019,MA6100CA1900000061VS0000030988
MA,6100,CA190000007,1,VDU AND CCTV CAMERA ASSEMBLIES INSTALLATION IDIQ (SOUTH),,Capital Contracting Office,unknown,unknown,1562500,68461.92,25638.12,11/15/2018,11/14/2019,10,Competitive Acquisition,10/20/0018,11,Construction,1,VS0000030988,EAR TELECOMMUNICATIONS LLC,N/A,IFB,6100,CLMC709A,09/23/2019,MA6100CA1900000071VS0000030988
MA,6100,CA190000009,11,NEW FIRE / EMS STATIONS,,Capital Contracting Office,unknown,unknown,11115057.12,11115057.12,751483.35,12/28/2018,04/30/2023,15,Alt Proc Method (252),11/17/0018,073,Other Contracting,1,V00000948885,JE DUNN CONSTRUCTION COMPANY,N/A,RFQS,6100,CLMA028,09/23/2019,MA6100CA19000000911V00000948885
MA,6100,CA190000010,1,ADA RAMP & BUS STOP IMPROVEMENTS 2018-2020 CITYWIDE IDIQ,,Capital Contracting Office,unknown,unknown,750000,750000,342658.27,01/10/2019,01/09/2020,10,Competitive Acquisition,12/15/0018,8,Construction,1,V00000900503,ALPHA PAVING INDUSTRIES LLC,N/A,IFB,6100,CLMC657,09/23/2019,MA6100CA1900000101V00000900503
MA,6100,CA190000011,1,ELECTRIC VEHICLES DC & L2 CHARGING STATIONS DEPLOYMENT COOP,,Capital Contracting Office,unknown,unknown,1000000,197429.5,0,03/18/2019,03/17/2021,10,Competitive Acquisition,08/11/0018,7,Construction,1,VS0000034017,CHARGEPOINT INC,N/A,IFB,6100,CLMC714,09/23/2019,MA6100CA1900000111VS0000034017
MA,6100,CA190000012,2,NEW INFORMATION TECHNOLOGY BUILDING CMR,,Capital Contracting Office,unknown,unknown,706120,706120,152789.7,12/06/2018,03/07/2020,15,Alt Proc Method (252),08/11/0018,11,Other Contracting,1,AUS8304190,AUSTIN COMMERCIAL L P,AUSTIN INDUSTRIES,RFQS,6100,CLMA023,09/23/2019,MA6100CA1900000122AUS8304190
MA,6100,CA190000014,1,WASTEWATER IDIQ (2019-2022) MANHOLE REHAB & INSTALLATION,,Capital Contracting Office,unknown,unknown,750000,0,0,07/15/2019,07/14/2020,10,Competitive Acquisition,06/21/0019,19,Construction,1,FAC8317993,FACILITIES REHABILITATION INC,N/A,IFB,6100,CLMC741,09/23/2019,MA6100CA1900000141FAC8317993
MA,6100,CA190000015,1,CLMC742 WASTEWATER LINE RENEWAL & SPOT REHAB SERVICES IDIQ,,Capital Contracting Office,unknown,unknown,3200000,0,0,07/16/2019,07/15/2020,10,Competitive Acquisition,,15,Construction,1,FAC8317993,FACILITIES REHABILITATION INC,N/A,IFB,6100,CLMC742,09/23/2019,MA6100CA1900000151FAC8317993
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,20,BAK0553250,BAKER-AICKLEN & ASSOC INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573BAK0553250
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,15,DAV1449500,DAVCAR INC,DAVCAR ENGINEERING SERVICES,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573DAV1449500
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,27,DOU7019035,DOUCET & ASSOCIATES INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573DOU7019035
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,19,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573EAR8307803
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,24,ENC1735650,ENCOTECH ENGINEERING CONSULTANTS INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573ENC1735650
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,12,ESP7108190,ESPEY CONSULTANTS INC,RPS,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573ESP7108190
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,3,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573FRE1930500
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,18,GSW7111865,OTHON INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573GSW7111865
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,4,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573HAL7038625
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,1,HDR8318192,HDR ENGINEERING INC,HDR/CLAUNCH & MILLER,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573HDR8318192
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,14,HNT7099605,HNTB CORP,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573HNT7099605
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,21,HVJ2459750,HVJ ASSOCIATES INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573HVJ2459750
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,9,KFR8309453,K FRIESE & ASSOC INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573KFR8309453
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,16,KLO7118020,KLOTZ ASSOCIATES INC,RPS KLOTZ ASSOCIATES,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573KLO7118020
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,17,KUR8303988,KURKJIAN ENGINEERING CORP,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573KUR8303988
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,7,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573LOC2921000
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,6,MAL7067520,ARCADIS CE INC,MALCOLM PIRNIE INC OR ARCADIS,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573MAL7067520
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,10,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573MAR3044500
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,8,PAR8316134,PARSONS WATER & INFRASTRUCTURE INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573PAR8316134
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,5,PBS7133260,ATKINS NORTH AMERICA INC,ATKINS,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573PBS7133260
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,23,PLU3704750,ALAN PLUMMER ASSOCIATES INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573PLU3704750
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,11,RAY1093500,RAYMOND CHAN & ASSOC INC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573RAY1093500
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,13,URB4919250,URBAN DESIGN GROUP,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573URB4919250
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,26,V00000934970,RILEY MOUNTAIN ENGINEERING LLC,OTHON-FOWLER OR OTHON INC,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573V00000934970
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,25,VC0000103053,CHAN & PARTNERS ENGINEERING LLC,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573VC0000103053
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,22,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573WES5125100
MA,6100,PA090000005,73,CIVIL ENGINEERING SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,14402397.7,13453094.85,13205175.69,11/06/2008,11/06/2019,10,Competitive Acquisition,11/08/0008,13,Professional Services,2,WOO7028055,URS CORP,N/A,RFQS,6100,PWP0059,09/23/2019,MA6100PA09000000573WOO7028055
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,5,CAS7072670,JAIME BEAMAN AIA INC,CASABELLA ARCHITECTS,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759CAS7072670
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,6,COT8308600,COTERA + REED ARCHITECTS INC,COTERA+REED ARCHITECTS,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759COT8308600
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,2,LAU7158165,THE LAWRENCE GROUP INC,THE LAWRENCE GROUP,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759LAU7158165
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,4,LIM7079715,LIMBACHER & GODFREY INC,N/A,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759LIM7079715
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,1,MCK3123750,MCKINNEY ARCHITECTS INC,MCKINNEY YORK ARCHITECTS,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759MCK3123750
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,9,MOR7052090,MORALES & ASSOC ARCHITECTS INC,N/A,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759MOR7052090
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,8,STU8313472,STUDIO 8 ARCHITECTS,"HIME, MILTON",RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759STU8313472
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,3,VC0000101092,H+UO ARCHITECTS LLP,HPA LLP OR HATCH + ULLAND OWEN ARCHITECTS,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759VC0000101092
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,11,VC0000103087,STUDIO 8 ARCHITECTS INC,STUDIO 8 ARCHITECTS,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759VC0000103087
MA,6100,PA090000047,59,GENERAL ARCHITECTURAL SERVICES ROTATION LIST 2009 - 2011,,Contract and Land Management Department,unknown,unknown,6189316.62,5798219.7,5787986.4,07/23/2009,12/31/2019,10,Competitive Acquisition,08/31/0013,15,Professional Services,10,VS0000006461,"JACKSON GALLOWAY ASSOCIATES, LLC",N/A,RFQS,6100,CLMP010,09/23/2019,MA6100PA09000004759VS0000006461
MA,6100,PA100000043,39,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,5356174.22,5028136.78,03/11/2010,12/31/2019,10,Competitive Acquisition,06/11/0011,3,Professional Services,9,AME8315074,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",N/A,RFQS,6100,CLMP030,09/23/2019,MA6100PA10000004339AME8315074
MA,6100,PA100000043,39,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,5356174.22,5028136.78,03/11/2010,12/31/2019,10,Competitive Acquisition,06/11/0011,3,Professional Services,6,GEO7067095,AMEC GEOMATRIX INC,GEOMATRIX,RFQS,6100,CLMP030,09/23/2019,MA6100PA10000004339GEO7067095
MA,6100,PA100000043,39,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,5356174.22,5028136.78,03/11/2010,12/31/2019,10,Competitive Acquisition,06/11/0011,3,Professional Services,2,INT8308241,"INTERA, INC",N/A,RFQS,6100,CLMP030,09/23/2019,MA6100PA10000004339INT8308241
MA,6100,PA100000043,39,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,5356174.22,5028136.78,03/11/2010,12/31/2019,10,Competitive Acquisition,06/11/0011,3,Professional Services,3,SHA8306590,"APTIM ENVIRONMENTAL & INFRASTRUCTURE, INC.",N/A,RFQS,6100,CLMP030,09/23/2019,MA6100PA10000004339SHA8306590
MA,6100,PA100000043,39,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,5356174.22,5028136.78,03/11/2010,12/31/2019,10,Competitive Acquisition,06/11/0011,3,Professional Services,4,TRC7162035,TRC ENVIRONMENTAL CORPORATION,TRC,RFQS,6100,CLMP030,09/23/2019,MA6100PA10000004339TRC7162035
MA,6100,PA100000043,39,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,5356174.22,5028136.78,03/11/2010,12/31/2019,10,Competitive Acquisition,06/11/0011,3,Professional Services,1,URS8300867,URS CORP,N/A,RFQS,6100,CLMP030,09/23/2019,MA6100PA10000004339URS8300867
