Posting Date,Contract Number,Description,Department,Recommended Action,Recommended Vendor,Contract Amount,MBE/WBE/DBE Participation,MBE/WBE/DBE type,Direct Participation,Indirect Participation,# of Bids Received,# of M/WBE Bids Received,CCA Concurs,Link
10/06/2017,1745-16622,,,,,,"Tri-Angle Fabrication & Body, Inc.",MBE (9),,25,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1745-16622,,,,,,"Knight's Body Shop, Inc.",WBE (7),,10,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1755-16537,Furnish and Deliver Wheel Loader,Transportation and Highways - 500,Award,"McCann Industries, Inc.",,DNA,,,,3,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1712-16337,Ruggedized Modems,Office of the Sheriff - 210,Award,"CDW Government, LLC",1609243.80,DNA,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1611-15857,Aftermarket Vehicle Partitions and Gun Racks,Office of the Sheriff - 210,Award,"Chicago Parts and Sounds, LLC",,Full Waiver Granted,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1723-16748,Roofing Supplies and Related Services for Department of Corrections Campus,Capital Planning and Policy - 031,Award,"Garland/DBS, Inc.",,,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1723-16748,,,,,,"ONeill Contractors, Inc.",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1723-16748,,,,,,"Anderson & Shah Roofing, Inc.",MBE (8),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1618-15820,CCTV System Maintenance and Support,Clerk of Crct Crt Off.of Clerk - 335,Award,"ESSI, LLC dba Engineered Security Systems",,DNA,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1768-16524,Environmental Impact Study,Animal Control Department - 510,Award,Max McGraw Wildlife Foundation,,DNA,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
10/06/2017,1750-16774,Maintenance and Support of the weather notification system,EMHS Homeland Security -769,Award,"DTN, LLC",,DNA,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171006-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448A,Automotive Maintenance and Repair Services for Zones 1-10,Office of the Sheriff - 210,Award,Motta's Auto Service,2289497.30,Motta's Auto Service,MBE (9),100,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448B,Automotive Maintenance and Repair Services for Zones 1-10,Office of the Sheriff - 210,Award,Auto Experts of Oak Park,1288270.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448B,,,,,,"Leslie Cesario, LTD.",WBE (7),,35,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448C,Automotive Maintenance and Repair Services for Zones 1-10,Office of the Sheriff - 210,Award,"Viking II, Inc. DBA Gordon's on Western",1568530.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448C,,,,,,Valdes Enterprise,MBE (8),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448C,,,,,,XL Towing and Storage,MBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448D,Automotive Maintenance and Repair Services for Zones 1-10,Office of the Sheriff - 210,Award,"WJL LCL, LLC DBA Gordon's Garage",1647539.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448D,,,,,,"Sutton Ford, Inc.",MBE (6),,3,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448D,,,,,,Valdes Enterprises,MBE (8),6,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448D,,,,,,XL Towing and Storage,WBE (7),1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448E,Automotive Maintenance and Repair Services for Zones 1-10,Office of the Sheriff - 210,Award,"URT E&R Towing, Inc.",3692575.94,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448E,,,,,,Daniels Printing & Office Supply,WBE (7),,3,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448E,,,,,,"West Fuels, Inc.",WBE (7),,3,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448E,,,,,,G&E Sales Corp.,WBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16448E,,,,,,Black Dog Corporation,MBE (8),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1745-16438,"Chiller Start-Up, Preventive Maintenance and Repair",Dept of Facilities/Mgmt - 200,Award,Anchor Mechanical Inc.,2258000.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1745-16438,,,,,,"Command Mechanical Group, LLC",MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1745-16438,,,,,,"Hilco Distributing Co., Inc.",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16776,"Automobile Maintenance and Repair Services for Zone 2,3,4,8",Office of the Sheriff - 210,Award,Larry's Auto Repair Inc. D/B/A Beverly Hill's Garage,2110055.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16776,,,,,,"XL Towing & Storage, Inc.",WBE (7),2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1712-16776,,,,,,Sutton Ford Inc.,MBE (6),4,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1728-16698,Guardrails Maintenance Service,Transportation and Highways - 500,Award,Midwest Fence Corporation,636940.00,Full MBE and WBE Waiver Granted,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1768-16752,Meat Products,Juvenile Temporary Detent. Cntr - 440,Award,Black Dog Chicago Corp,1684056.80,Black Dog Chicago Corp,,,,3,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16810,Self-Park Parking Spaces for Municipal Owned Vehicles,Bureau of Administration - 011,Award,"Millennium Parking Garages, LLC",316962.00,,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16253A,"Twenty-Four (24) Month, $200,000 Restorative Justice Demonstration Grants",Justice Advisory Council - 205,Award,SGA Youth and Family Services,200000.00,,DNA,,,14,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16253B,"Twenty-Four (24) Month, $200,000 Restorative Justice Demonstration Grants",Justice Advisory Council - 205,Award,"Habilitative Systems, Inc.",200000.00,,DNA,,,14,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16250A,"Twelve (12) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Brighton Park Neighborhood Council,200000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16250B,"Twelve (12) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Community Assistance programs,200000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16250C,"Twelve (12) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"BUILD, Inc.",200000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16250D,"Twelve (12) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Enlace Chicago,200000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16250E,"Twelve (12) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"Youth Advocate Programs, Inc",200000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16250F,"Twelve (12) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Grand Prairie Services,199993.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255A,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"Mikva Challenge Grant Foundation, Inc.",200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255C,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"New Life Centers of Chicagoland, NFP",200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255D,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,South Side Help Center,200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255E,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,St. Leonard's Ministries,200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255G,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Pilsen Little Village Community Mental Health d/b/a/ Pilsen Wellness Center,200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255H,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Children's Research Triangle,200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255I,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Erie Neighborhood Council,200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255J,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Union League Boys and Girls Clubs,200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255K,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Gads Hill Center,200000.00,,DNA,,,46,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16255F,"Twenty-Four (24) Month, $200,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Umoja Student Development,200000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252A,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Reflections Foundation,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252B,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Storycatchers Theatre,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252C,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Viewing Our Children as Emerging Leaders (VOCEL),80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252D,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Lawndale Christian Legal Center,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252E,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Childserv,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252F,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,James B. Moran Center for Youth Advocacy,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252G,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Center for Advancing Domestic Peace,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252H,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Dr. Pedro Campos Puerto Rican High School,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16252I,"Twenty-Four (24) Month, $80,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Talened 10th College Prep Mentoring,80000.00,,DNA,,,28,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,Construction Management Services - Various Various (Task Order),Transportation and Highways - 500,Award,"H.W. Lochner, Inc.",2500000.00,,DNA,,,31,17,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,"CKL Engineers, LLC",DBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,"The Roderick Group, Inc.",DBE (6),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,"Synnov Group, Inc.",DBE (8),4,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,"CKL Engineers, LLC",DBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,"d""Escoto, Inc.",DBE (9),8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,"Illinois Construction & Environmental Consulting, Inc.",DBE (8),8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,Atlas Engineering,DBE (7),8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1655-15826,,,,,,"Apex Consulting Engineers, Inc.",DBE (6),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1753-16842,Mental Helath Services for Court Involved Youth,Office of the Chief Judge - 310,Award,Northwestern University,4652473.00,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1723-16671,State Mandated Publications for the triennial Real Estate Assessments of Cook County Townships within the City of Chicago,Assessor - 040,Award,"Accredited Chicago Newspapers, Inc.",1043025.59,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
11/09/2017,1790-15970,Environmental Control Case Management Solution,Office of the Chief Info. Officer - 009,Award,"Clarity Partners, LLC",1269250.00,"Clarity Partners, LLC",MBE (8),10000,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171109-Intent_to_Award_EDS.pdf
12/08/2017,1745-16450,Refrigeration Equipment Maintenance,Dept of Facilities/Mgmt - 200,Award,"Anchor Mechanical, Inc.",162656.00,DNA,DNA,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171208-Intent_to_Award_EDS.pdf
12/08/2017,1712-16849,Food Services,Office of the Sheriff - 210,Award,"Compass Group USA, Inc. by and through it's Canteen Division",189410.00,,,,,3,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171208-Intent_to_Award_EDS.pdf
12/08/2017,1712-16849,,,,,,Midwest Foods,WBE (7),,10,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171208-Intent_to_Award_EDS.pdf
12/08/2017,1712-16849,,,,,,GLC Vending,MBE (9),,25,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/171208-Intent_to_Award_EDS.pdf
12/08/2017,1753-16254A,"Violence Prevention Capacity Building Grant ($20,000)",Justice Advisory Council - 205,Award,"Veteran Youth Corporation, d/b/a Counseling First",20000.00,DNA,DNA,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/171208-Intent_to_Award_EDS.pdf
01/12/2018,1753-16979,Poultry Products,Juvenile Temporary Detent. Cntr - 440,Award,"Cristina Foods, Inc.",534583.96,,,,,3,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180112-Intent_to_Award_EDS.pdf
01/12/2018,1753-16979,,,,,,Balton Corporation,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180112-Intent_to_Award_EDS.pdf
01/12/2018,1753-16979,,,,,,"Cristina Foods, Inc.",MBE (8),90,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180112-Intent_to_Award_EDS.pdf
01/12/2018,1784-16666,Trash Can Liners,*Countywide--Multiple Departments - 001,Award,"Equity Industrial Supply, Inc.",768216.00,,,,,10,7,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180112-Intent_to_Award_EDS.pdf
01/12/2018,1784-16666,,,,,,"Equity Industrial Supply, Inc.",MBE (6),90,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180112-Intent_to_Award_EDS.pdf
